name,popularity,followers,pagerank,closeness_cent,clustering,deg_cent,degree,num_collaborators,sum_collaborators_popularity,sum_collaborators_in_playlist,in_playlist
Jason Derulo,79,12233293,0.0001078147409354,0.2226526830802763,0.0661764705882353,0.0004698728579325,17,13,930,2,0
joyful,54,14556,4.303851412674526e-05,0.1748676548682044,0.1666666666666666,0.0001105583195135,4,5,202,1,0
MANDUMÈ,38,625,4.694870510483192e-05,0.1739560386054225,0.0,0.0001105583195135,4,5,120,1,0
Clonnex,48,94064,0.0001617023385682,0.1778156020610103,0.0166666666666666,0.0004422332780541,16,16,675,1,0
picassio,34,5940,0.0001288394571689,0.1739678387495237,0.0,0.0003040353786622,11,12,213,1,0
deyluvkirby,45,25161,9.062015867732968e-05,0.1739644671164262,0.0357142857142857,0.000221116639027,8,9,277,1,0
eddyoetty,44,4036,5.642875748892266e-05,0.173961938477367,0.1,0.0001381978993919,5,6,200,1,0
WhosxTJ!,21,124,5.899103791082207e-05,0.1547782353546483,0.0,0.0001381978993919,5,5,65,0,0
Darking On,13,439,0.000103186477871,0.2132578988617336,0.1568627450980392,0.0004975124378109,18,19,419,5,1
JOVINCII,7,26,1.5689262912760415e-05,0.2066495134746078,1.0,5.52791597567717e-05,2,3,28,3,1
Zodiac X,8,228,0.0001527957190433,0.2578199822504287,0.0584795321637426,0.0005251520176893,19,20,88,3,1
Franny J.,24,1452,0.0001653181179444,0.2140933565973537,0.05,0.0006909894969596,25,25,539,3,0
Rachel Morgan Perry,54,2290,0.0001363506396175,0.1894408051968786,0.0197628458498023,0.0006357103372028,23,20,840,1,0
Tobias Ward,28,246,0.0001450590411887,0.2115066705633921,0.0984615384615384,0.000718629076838,26,27,451,4,0
Baiden Holland,25,762,0.0001725973298131,0.2130819779595326,0.1075268817204301,0.0008568269762299,31,32,626,3,1
Fablers,23,3461,0.0002065494664067,0.2140601699635679,0.0990990990990991,0.0010226644555002,37,30,658,3,0
Dare County,21,491,0.0001693128725035,0.2110516356976711,0.0795698924731182,0.0008568269762299,31,28,478,4,0
J4CKO,24,1805,0.0001436959686543,0.2116637762669292,0.0833333333333333,0.0006909894969596,25,16,299,2,0
Jukx,6,930,9.661065359542542e-05,0.2134201550706706,0.1142857142857142,0.0004145936981757,15,14,271,2,0
ATREOUS,18,2669,0.0002361247796197,0.261447071784455,0.0833333333333333,0.0011055831951354,40,40,676,5,1
Plastik Funk,47,17735,0.0001955189620077,0.2161165700674704,0.032183908045977,0.0008291873963515,30,24,862,0,0
Grimix,35,1755,0.0001370190082499,0.212088879249567,0.0421052631578947,0.0005527915975677,20,19,533,0,0
Kevin Krissen,31,873,0.0001829531970571,0.2144437193121895,0.0367816091954023,0.0008291873963515,30,24,736,2,0
Revealed Recordings,40,49218,0.000447903908183,0.2200746956312969,0.0466200466200466,0.002155887230514,78,26,669,1,0
Saints & Stars,0,831,3.374089771755874e-05,0.2091558298079923,0.2666666666666666,0.0001658374792703,6,1,0,0,0
Charlie Dens,13,962,6.532647924043289e-05,0.1763717505177956,0.0,0.000221116639027,8,8,44,0,0
DJ Hard,2,3847,9.32093945566234e-05,0.25753703954495,0.0,0.0003040353786622,11,11,51,0,0
LIME.,1,47,6.987981516618931e-05,0.2048257852176596,0.0,0.0001658374792703,6,7,39,1,0
M1CK3Y,13,276,9.804586523264471e-05,0.2053012880783546,0.0363636363636363,0.0003040353786622,11,12,121,1,0
Drew Jaxen,0,20,3.430843202107775e-05,0.2048187745974546,0.0,8.291873963515754e-05,3,4,8,1,0
Enman,13,1227,7.373247909931784e-05,0.2050351563447765,0.1666666666666666,0.0002487562189054,9,7,95,0,0
KNo1,1,70,4.2188531342145714e-05,0.2048257852176596,0.1666666666666666,0.0001105583195135,4,3,7,0,0
Hylsvik,2,186,0.0001059940329851,0.2573819623664629,0.0606060606060606,0.0003316749585406,12,13,51,1,0
RAULTO,0,14,2.9004334808383423e-05,0.2048257852176596,0.3333333333333333,8.291873963515754e-05,3,4,10,1,0
D4ZX,3,647,0.0001888765758761,0.2076234241874459,0.02,0.0006909894969596,25,26,196,2,0
A-SIX,16,246,6.399893886933036e-05,0.2078614183054726,0.0357142857142857,0.000221116639027,8,9,133,1,0
Dwann,0,32,1.6598475671501227e-05,0.2060967463100085,0.0,5.52791597567717e-05,2,3,56,1,0
Frozen Mindz,0,96,1.7823514472630203e-05,0.2048701969596257,0.0,5.52791597567717e-05,2,3,14,1,0
Divided Music,0,28,7.202679577643049e-05,0.2048292907077369,0.0476190476190476,0.0001934770591487,7,8,9,1,0
Zouroufa,0,44,4.622449742477276e-05,0.2048211114175325,0.0,0.0001105583195135,4,5,8,1,0
Insko,9,945,3.430843202107775e-05,0.2048187745974546,0.0,8.291873963515754e-05,3,3,19,0,0
Acø,0,29,5.792579584954482e-05,0.2052519957706224,0.1428571428571428,0.0001934770591487,7,7,72,0,0
C&37,2,65,3.864212458111412e-05,0.2050129122904261,0.4,0.0001381978993919,5,5,40,0,0
Chappell Roan,90,3493917,1.812875592442977e-05,0.2571110262245907,0.0,5.52791597567717e-05,2,3,120,1,1
Aevion,30,14620,4.648517647638356e-05,0.2054199213218404,0.0,0.0001381978993919,5,5,192,0,0
Odetari,81,3520434,8.743467866846167e-05,0.1855138000121897,0.1515151515151515,0.0003316749585406,12,12,812,1,1
ODECORE,68,579754,7.708174786427356e-05,0.1651071284553586,0.1333333333333333,0.0002763957987838,10,10,595,1,0
VALORANT,66,381130,0.0001990173382295,0.1647888598790134,0.0039525691699604,0.0006357103372028,23,24,1265,1,0
Lay Bankz,68,566887,7.008163778777026e-05,0.1802752811395536,0.0277777777777777,0.0002487562189054,9,9,501,1,0
asteria,67,602257,4.3160639767615485e-05,0.1773807591737727,0.2,0.0001381978993919,5,6,398,1,0
Ayesha Erotica,72,1330872,9.954553523659788e-05,0.1785619684505321,0.0,0.0003040353786622,11,12,595,1,0
6arelyhuman,72,1393874,0.0001402052582817,0.2121202042250861,0.0326797385620915,0.0004975124378109,18,17,957,0,0
9lives,68,435170,8.255776251607215e-05,0.1846902654686076,0.1212121212121212,0.0003316749585406,12,12,784,1,0
Kanii,68,596040,8.305414108778248e-05,0.1835741125037538,0.1272727272727272,0.0003040353786622,11,12,725,1,0
Nimstarr,61,95223,9.849751293330468e-05,0.1583797298098324,0.0545454545454545,0.0003040353786622,11,12,596,1,0
cade clair,67,332093,0.0001079434127134,0.1606286830026136,0.0,0.0003316749585406,12,13,735,1,0
Sassy Scene,54,45460,5.797174579165144e-05,0.1824250138105214,0.1785714285714285,0.000221116639027,8,8,465,0,0
Slowboy,68,152841,0.0002554754236065,0.1922629352447921,0.0645645645645645,0.0010226644555002,37,36,1835,3,0
lucaf.,54,12797,8.358548230330837e-05,0.1810698739133859,0.0666666666666666,0.0002763957987838,10,11,482,0,0
Boy Destroy,29,1662,7.270069143133968e-05,0.1796106410549129,0.0714285714285714,0.000221116639027,8,9,300,0,0
HXPETRAIN,42,1485,7.335228450771123e-05,0.1669147278710558,0.2888888888888888,0.0002763957987838,10,11,537,2,0
Sublab,43,37242,0.0001315021916867,0.1823147827384351,0.019047619047619,0.0004145936981757,15,16,729,0,0
Danni Carra,39,3770,0.000168852371936,0.1692707489317449,0.019047619047619,0.0005804311774461,21,22,912,0,0
LXNGVX,76,438447,5.8571641723049576e-05,0.1637576799883204,0.0666666666666666,0.0001658374792703,6,7,421,0,0
Bibi Babydoll,73,334243,0.0002237274135203,0.1870670457978222,0.0295566502463054,0.0008015478164731,29,27,1506,0,0
IVOXYGEN,67,169830,0.0001005869331768,0.1640749731214148,0.1666666666666666,0.000359314538419,13,14,623,2,1
Police In Paris,31,570,5.590509892205856e-05,0.1835525275839005,0.1071428571428571,0.000221116639027,8,8,406,1,0
Bodycam,43,355,0.0001402599544945,0.1799590324945954,0.0760233918128654,0.0005251520176893,19,20,997,1,0
zaichkou888,62,4423,9.017745235920466e-05,0.1675440686524865,0.2424242424242424,0.0003316749585406,12,13,703,2,1
AlienBlaze,31,4031,7.050904260961549e-05,0.1661408195316215,0.2222222222222222,0.0002487562189054,9,10,421,0,0
Fidi,34,2136,0.000181461369851,0.1662916376881392,0.0285714285714285,0.0005804311774461,21,21,760,0,0
Bru-C,62,334320,0.0001152685914508,0.1845307976901054,0.0,0.0003869541182974,14,15,762,0,0
Switch Disco,62,106856,0.0001074634177392,0.2203880942096136,0.0285714285714285,0.0004145936981757,15,14,754,0,0
Andruss,51,28706,0.0001377829110383,0.2124188820020423,0.0,0.0004698728579325,17,18,894,0,0
Sadfriendd,62,106040,0.0002243490734999,0.1869871592375594,0.0396825396825396,0.0007739082365948,28,22,1071,1,0
Kill Dyll,55,205315,6.144607967569116e-05,0.1840446078558133,0.0,0.0001934770591487,7,8,448,0,0
ALMA,54,226028,4.693054291539712e-05,0.1906742131997854,0.0952380952380952,0.0001934770591487,7,8,435,0,0
Digital Farm Animals,60,72396,0.000143896085739,0.1913356978244794,0.023391812865497,0.0005251520176893,19,18,938,0,0
THIRST,48,15608,7.16995565836814e-05,0.1653816719782921,0.1666666666666666,0.0002487562189054,9,9,435,0,0
Crazy Mano,67,84078,0.0001582439469788,0.1808145518135035,0.0526315789473684,0.0005527915975677,20,19,1030,2,0
Qoiet,40,22934,0.0001782403269898,0.1846893154402366,0.0652173913043478,0.0006633499170812,24,23,852,0,0
Rizó,23,1186,4.35178433883527e-05,0.1797842178778082,0.1,0.0001381978993919,5,6,247,0,0
NØCTRIS,35,8291,5.281540401099525e-05,0.1647268648407957,0.0666666666666666,0.0001658374792703,6,7,273,0,0
LAUTRE.,25,1467,0.0001126973804347,0.1800429559835886,0.0256410256410256,0.000359314538419,13,14,379,0,0
Angemi,44,97718,0.0001575646367002,0.1900052198181641,0.0086580086580086,0.0006080707573244,22,22,912,0,0
dnvn,51,7828,0.0001116040812767,0.1825260987964923,0.0109890109890109,0.0003869541182974,14,15,664,0,0
TWISTED,57,74755,0.0001242596402314,0.1899358656765107,0.088235294117647,0.0004698728579325,17,14,660,0,0
Sinizter,51,53329,0.0001082755953298,0.164490653473152,0.0384615384615384,0.000359314538419,13,12,399,0,0
HXI,48,16687,0.0001267035367456,0.1837187685136477,0.0808823529411764,0.0004698728579325,17,14,655,0,0
Dragon Boys,54,42232,0.0001066909116937,0.1853519506899964,0.1047619047619047,0.0004145936981757,15,13,659,0,0
HARDX,48,6796,0.0001215558409481,0.1532057193922007,0.0512820512820512,0.000359314538419,13,13,438,1,0
lowskey,34,21,2.951718795526602e-05,0.1409297299442208,0.3333333333333333,8.291873963515754e-05,3,4,182,1,0
VØJ,66,262023,0.0001295315032819,0.1820319421635201,0.0666666666666666,0.0004422332780541,16,15,761,2,0
Daedra,37,2487,0.0001122785612816,0.1582645389667783,0.1025641025641025,0.000359314538419,13,13,484,1,0
angst,31,1288,2.864634907795257e-05,0.1544533143832506,0.0,8.291873963515754e-05,3,4,193,1,0
EYKEY,29,246,5.31727270996074e-05,0.1408783042123157,0.1,0.0001381978993919,5,6,168,1,0
VETTX,28,113,4.21173210748359e-05,0.1408777514514041,0.1666666666666666,0.0001105583195135,4,5,160,1,0
FoxTune,37,1373,3.940117241399775e-05,0.1544201003309902,0.0,0.0001105583195135,4,5,142,1,0
fkbambam,47,27067,0.0001240970493756,0.1807763155894085,0.0833333333333333,0.0004422332780541,16,13,582,1,0
ARXMANE,63,104320,7.984748084864863e-05,0.1800050453623671,0.0222222222222222,0.0002763957987838,10,9,468,0,0
KyozeH,47,21390,0.0002295241072685,0.1578963572676344,0.0,0.0005804311774461,21,21,561,0,0
LXRY PXNK,44,7653,9.873631881221236e-05,0.1554066308634117,0.0222222222222222,0.0002763957987838,10,9,334,0,0
Benson Boone,86,3726066,2.107474760752565e-05,0.2570539628439843,0.0,5.52791597567717e-05,2,3,128,1,1
Philippine Lavrey,42,9202,3.881150978928517e-05,0.2043350351603128,0.0,8.291873963515754e-05,3,4,220,1,0
KSI,68,2480576,0.0002037584096503,0.2229333232011375,0.032258064516129,0.0008844665561083,32,33,2018,1,1
Randolph,42,98112,9.438354444044014e-06,0.1821677069456468,0.0,2.763957987838585e-05,1,2,110,1,0
Trippie Redd,82,9870244,0.0002971308614304,0.2215152842821663,0.0183574879227053,0.0012714206744057,46,36,2080,2,0
Bugzy Malone,62,870316,5.162387071098847e-05,0.1892351246114802,0.1428571428571428,0.000221116639027,8,8,460,1,0
Oliver Tree,71,2496037,0.0001245474399095,0.1967263512583376,0.0,0.0004975124378109,18,17,994,1,0
Tom Grennan,65,569959,5.400999906785032e-05,0.1886118362286549,0.0357142857142857,0.000221116639027,8,8,503,0,0
S-X,47,136122,9.438354444044014e-06,0.1821677069456468,0.0,2.763957987838585e-05,1,1,47,0,0
Lil Wayne,87,15446409,9.99540233768528e-05,0.217305547360338,0.0784313725490196,0.0004975124378109,18,4,325,0,0
A7S,68,69931,0.0001203347583654,0.1996004401116243,0.0263157894736842,0.0005527915975677,20,20,1365,0,0
JAY1,56,453028,0.0001096292021003,0.2133960545616375,0.0329670329670329,0.0003869541182974,14,14,561,0,0
Polo G,81,11904185,9.533232179015826e-05,0.2173094930376473,0.075,0.0004422332780541,16,12,817,0,0
Anne-Marie,79,12092462,0.0001091815711667,0.2196277587222775,0.0220588235294117,0.0004698728579325,17,12,752,0,0
Sean Paul,82,4900255,0.0001571720057109,0.2213882584561454,0.0253623188405797,0.0006633499170812,24,15,865,0,0
Tinie Tempah,64,840324,0.0001308433284962,0.1967285070690556,0.0210526315789473,0.0005527915975677,20,21,1159,1,0
Craig David,65,916083,6.732038985697999e-05,0.1905386222883998,0.0277777777777777,0.0002487562189054,9,8,418,0,0
Blinkie,45,36868,0.0001347310920625,0.2160853541978418,0.023391812865497,0.0005251520176893,19,19,771,0,0
S1mba,55,101728,0.0001791129427931,0.185530096360964,0.0079051383399209,0.0006357103372028,23,22,1027,0,0
Nathan Dawe,64,130304,0.0001341861776454,0.2182645979827307,0.0578947368421052,0.0005527915975677,20,15,767,0,0
Shapes,41,8250,0.000178043229792,0.1890060083076314,0.0118577075098814,0.0006357103372028,23,23,956,0,0
PS1,44,10281,0.0001567334931264,0.1901460941192378,0.0047619047619047,0.0005804311774461,21,20,949,0,0
Ella Henderson,74,1633742,0.0001149965395912,0.1976827584453809,0.0849673202614379,0.0004975124378109,18,13,803,0,0
Tion Wayne,67,1142091,0.0001592167718944,0.2139848999830693,0.0355731225296442,0.0006357103372028,23,18,996,0,0
Swarmz,51,209038,9.72843326077438e-05,0.1842032360693173,0.0641025641025641,0.000359314538419,13,14,734,1,0
Lil Pump,65,7636993,7.836683980644302e-05,0.2153324119476982,0.0303030303030303,0.0003316749585406,12,10,611,0,0
Smokepurpp,57,2406251,0.0001525115187,0.1941110476250571,0.0157894736842105,0.0005527915975677,20,17,714,0,0
P Money,55,165865,0.0001937118002792,0.2121101792262156,0.0253623188405797,0.0006633499170812,24,20,863,0,0
Yoshi,20,134,0.0001393101797176,0.2586837350098288,0.0095238095238095,0.0004145936981757,15,16,268,1,0
Offica,44,48043,9.635594774897574e-05,0.2103616496845512,0.0,0.0003040353786622,11,10,385,0,0
Big Zuu,39,50720,0.0001165523454527,0.1851789220137046,0.0,0.0004145936981757,15,15,535,0,0
Reverse Pathogen,43,4783,9.565246402861525e-06,0.1812197548449187,0.0,2.763957987838585e-05,1,2,125,0,0
LAZER DIM 700,63,251082,4.292957183576931e-05,0.1819203419476662,0.1,0.0001381978993919,5,5,294,0,0
Diplo,79,2684125,0.0002307776965084,0.2223755031813599,0.019047619047619,0.0009950248756218,36,11,789,0,0
Fallon,34,3549,4.8475851087973405e-05,0.1880251281350635,0.0666666666666666,0.0001658374792703,6,7,279,0,0
mgk,79,5393227,4.256172858231055e-05,0.1864666498824172,0.0,0.0001658374792703,6,4,294,0,0
m$sha,22,886,3.1670860252409854e-05,0.1813195081667283,0.1666666666666666,0.0001105583195135,4,5,187,0,0
Thee JAE,24,3293,2.87861233349452e-05,0.1842353726737916,0.1666666666666666,0.0001105583195135,4,5,224,0,0
Zelly Ocho,36,19969,1.7689563603503927e-05,0.1812215841926016,0.0,5.52791597567717e-05,2,2,86,0,0
YUNG NATION,29,20461,6.210728321240789e-05,0.1817619389283938,0.1428571428571428,0.0001934770591487,7,8,278,0,0
Fooly Faime,24,992,0.0001305750048394,0.1813634710721786,0.0384615384615384,0.000359314538419,13,14,370,0,0
Slimesito,49,90077,4.5374471705685095e-05,0.1825576528189104,0.0,0.0001381978993919,5,5,224,0,0
Mak Sauce,31,24145,6.775481354181761e-05,0.1846741163154145,0.0714285714285714,0.000221116639027,8,9,333,0,0
Tre Loaded,49,28461,8.691195134994252e-05,0.1836924504663829,0.0363636363636363,0.0003040353786622,11,12,559,0,0
EKKSTACY,65,305112,4.14937710093488e-05,0.1820116410319073,0.1,0.0001381978993919,5,6,355,0,0
Tory Lanez,82,7098887,5.307164894892806e-05,0.2147310003059633,0.0714285714285714,0.000221116639027,8,2,126,0,0
Yoko Gold,63,11270,1.5127544328910495e-05,0.1821215057275278,1.0,5.52791597567717e-05,2,3,227,0,0
Skye Morales,35,9058,1.7689563603503927e-05,0.1812215841926016,0.0,5.52791597567717e-05,2,3,167,0,0
Zzz.,41,45787,4.249606669843722e-05,0.2584379529699285,0.0,0.0001381978993919,5,6,262,0,0
Rvssian,76,2504206,0.0001612760700663,0.1952351573003262,0.0338461538461538,0.000718629076838,26,25,1736,0,0
Vybz Kartel,68,1549745,7.576306360648234e-05,0.1903800034367965,0.0444444444444444,0.0002763957987838,10,5,165,0,0
Just Juice,42,135100,5.905634473410755e-05,0.1830182810080498,0.0,0.0001934770591487,7,7,296,0,0
tana,59,409939,5.102915235352377e-05,0.181498240185212,0.0,0.0001658374792703,6,7,371,0,0
Chris King,37,14682,5.041968326489384e-05,0.1812654996196388,0.0,0.0001381978993919,5,5,92,0,0
Rylo Rodriguez,65,549053,9.240015378645248e-05,0.2128419795256368,0.0769230769230769,0.0003869541182974,14,14,768,0,0
Rich The Kid,69,3387476,9.122765627741249e-05,0.1902307190140997,0.0095238095238095,0.0004145936981757,15,13,891,0,0
Ski Mask The Slump God,74,5938462,8.797232757773413e-05,0.2139530218881459,0.0769230769230769,0.0003869541182974,14,13,822,0,0
Lil B,56,314601,3.18945366075604e-05,0.1812234135772182,0.0,8.291873963515754e-05,3,3,77,0,0
G Herbo,71,2194241,6.258642278189623e-05,0.2120538062589872,0.0888888888888888,0.0002763957987838,10,6,376,0,0
Future,93,18988221,0.0001324987543208,0.2180657538303018,0.09,0.0006909894969596,25,7,626,0,0
DaBaby,80,12259543,4.9541426503876825e-05,0.2134861422040361,0.0714285714285714,0.000221116639027,8,4,285,0,0
Hozier,87,7932348,7.788153596067156e-05,0.2596077190527986,0.0363636363636363,0.0003040353786622,11,12,695,1,1
Noah Kahan,87,3489424,0.0001123126405448,0.2077111060417175,0.0,0.000359314538419,13,14,1089,1,0
MEDUZA,76,826597,0.0001898162132401,0.2153814973315209,0.0158730158730158,0.0007739082365948,28,20,1186,0,0
Chemical Surf,50,246468,0.0001940841716333,0.2119849466453283,0.0039525691699604,0.0006357103372028,23,23,867,0,0
Tiësto,84,7531106,0.0001353848171466,0.2252931979328297,0.0158102766798418,0.0006357103372028,23,1,84,0,0
KVSH,62,433480,0.0002018168016539,0.2131857235119506,0.0144927536231884,0.0006633499170812,24,23,987,0,0
KREAM,59,270230,0.0001387259764811,0.212184135876223,0.0116959064327485,0.0005251520176893,19,18,953,1,0
Fideles,55,76411,0.0001387457367919,0.2088249486329751,0.0073529411764705,0.0004698728579325,17,18,948,1,0
Maren Morris,71,829088,7.001936401571328e-05,0.2122706930039859,0.0444444444444444,0.0002763957987838,10,10,698,0,0
Bear McCreary,64,210210,2.103430248919161e-05,0.2059430680395957,0.0,5.52791597567717e-05,2,2,97,0,0
Surf Curse,76,1323826,1.968702352955046e-05,0.2571294391715546,0.0,5.52791597567717e-05,2,3,134,1,1
Audiotree,58,17918,0.000254094805017,0.2060411592408954,0.0,0.0006633499170812,24,21,684,0,0
Lithe,73,289378,4.3317615550618525e-05,0.1773807591737727,0.0,0.0001381978993919,5,6,345,1,1
Lil Tjay,79,9078760,8.673915283878791e-05,0.2130630110384723,0.0512820512820512,0.000359314538419,13,12,806,1,0
Roy Woods,61,1173551,7.355992182764626e-05,0.2101166695039133,0.0222222222222222,0.0002763957987838,10,10,505,1,0
FRVRFRIDAY,57,89267,4.07150946256997e-05,0.1505746545110472,0.0,0.0001105583195135,4,5,232,1,0
Fossa Beats,39,7188,9.83956699446559e-05,0.1512941662937147,0.0,0.0002487562189054,9,10,324,1,0
LAYNE,36,3386,3.421854626658499e-05,0.1546922115102312,0.0,0.0001105583195135,4,4,167,0,0
Tinashe,74,2844504,0.0001555907583402,0.1951948242824325,0.03,0.0006909894969596,25,26,1612,1,1
Tyga,79,6996519,7.911885589359443e-05,0.1926384185690712,0.0879120879120879,0.0003869541182974,14,5,358,1,0
Chlöe,62,566626,4.977372007068804e-05,0.1866110526767212,0.0,0.000221116639027,8,8,580,1,0
Machinedrum,48,127917,8.04572571667099e-05,0.2095195451148956,0.0444444444444444,0.0002763957987838,10,8,302,0,0
KYLE,62,1084150,6.642242098120329e-05,0.1654883890107402,0.0,0.000221116639027,8,8,343,0,0
Gryffin,69,968287,0.0001348881966914,0.2184837458128773,0.019047619047619,0.0005804311774461,21,17,977,0,0
Snakehips,61,361396,0.0001448659933256,0.2165218928994548,0.0237154150197628,0.0006357103372028,23,19,1095,0,0
DIXSON,39,19357,3.4800294487610504e-05,0.1637106397048984,0.0,0.0001105583195135,4,5,247,1,0
Calvin Harris,87,22902495,0.0001241019651878,0.221654770644997,0.0666666666666666,0.0005804311774461,21,12,806,0,0
Normani,69,2790666,6.073719636886749e-05,0.1955669439199922,0.1272727272727272,0.0003040353786622,11,12,951,3,0
KDA,43,18172,0.0001726555476861,0.1843327961564999,0.0052631578947368,0.0005527915975677,20,21,716,1,0
Ms Banks,49,203885,0.0001555159923214,0.1897702239331881,0.0173160173160173,0.0006080707573244,22,21,1043,1,0
Rejjie Snow,60,429388,8.250263449603274e-05,0.2095354406876985,0.0444444444444444,0.0002763957987838,10,9,537,1,0
grouptherapy.,43,93044,5.072371883670663e-05,0.1820162545278272,0.0666666666666666,0.0001658374792703,6,5,226,0,0
Buddy,58,248681,0.0001006314454442,0.2103333061994177,0.0329670329670329,0.0003869541182974,14,14,676,1,0
Cheat Codes,67,2107914,0.0001521912585962,0.2009971694218236,0.0197628458498023,0.0006357103372028,23,19,1243,0,0
