name,popularity,followers,num_collaborators,sum_collaborators_popularity,sum_collaborators_in_playlist,in_playlist
The Church Will Sing,52,19632,33,127,0,0
Matthews Ntlele,24,1359,3,127,0,0
Neon Feather,40,13373,35,91,0,0
Christopher Galovan,53,8013,10,116,0,0
Emmanuel Songsore,38,737,2,101,0,0
Dan Musselman,56,25747,2,56,0,0
David Lindner,47,417,2,110,0,0
Alessandro Fontana,7,522,14,59,0,0
Mylène Farmer,61,578325,15,109,0,0
Michael Andrews,53,35396,8,105,0,0
Equal,18,1927,9,93,0,0
Robin Danar,1,137,1,1,0,0
Death Diamond,1,227,1,1,0,0
Pressure 9X19,65,486324,23,385,0,0
Duece Uno,31,27638,9,223,0,0
Freestyle Mania,39,36493,34,208,0,0
Derek Santana,29,5074,26,320,0,0
Karbeats,48,11975,20,465,0,0
ROA,57,71645,14,244,0,0
Amarion,53,146572,34,553,0,0
Producto Sin Corte,51,13538,24,626,0,0
LA X27,34,23715,9,196,0,0
DimeWest,47,19050,13,139,0,0
Osquel,57,30923,30,536,0,0
Ele A El Dominio,69,2093449,38,505,0,0
Josephlee,35,24750,33,802,0,0
Los G4,54,37802,34,517,0,0
Menor Menor,43,147366,33,426,0,0
Jey G,35,15914,27,375,0,0
Jehza,38,50501,43,470,0,0
Xian,13,2677,15,129,0,0
Joyce Santana,57,166989,35,690,0,0
Brytiago,76,6958310,52,918,0,0
Luar La L,76,1586421,51,1024,0,0
Palerrmo,25,2668,16,218,0,0
JHAYCO,85,8141950,37,1182,0,0
KEVVO,61,543058,46,815,0,0
Milly,50,63909,42,647,1,0
Akim,48,166370,32,424,0,0
Mucho Muchacho,40,24390,13,172,0,0
Dive Dibosso,32,368,20,106,0,0
PL Poder Latino,8,11,1,8,0,0
Dwight Yoakam,61,697260,10,153,0,0
Tim McGraw,73,4666230,7,251,0,0
Lainey Wilson,76,916837,21,327,0,0
Sierra Ferrell,66,312381,23,237,0,0
Billy Strings,67,450086,30,291,0,0
Jelly Roll,83,4467301,24,582,0,0
HARDY,76,1144525,20,319,0,0
Dolly Parton,75,2634127,9,75,0,0
Brad Paisley,67,2824980,14,239,0,0
AfterWeek,18,12,4,83,0,0
Bardero$,66,794485,16,386,0,0
C.R.O,74,2168540,33,537,0,0
Dellalowla,46,2693,11,305,0,0
ACRU,54,362054,24,375,0,0
T&K,55,127154,44,358,0,0
El negro tecla,58,331316,21,194,0,0
Omar Varela,71,83955,35,416,0,0
El Doctor,45,24674,24,165,0,0
808god,34,2189,28,144,0,0
Alemán,75,5638348,47,414,0,0
Âme Enterprise,20,188,6,85,0,0
Franky Style,63,443711,17,377,0,0
Juli Martorell,29,1774,8,165,0,0
Marcianeke,63,1074040,60,333,0,0
DJ Alex,56,795869,46,246,0,0
Lil Troca,54,102927,22,520,0,0
Alzada,48,255262,33,438,0,0
Beto Sierra,56,68356,29,857,0,0
Lefty Sm,74,2675583,43,1090,0,0
La T y La M,69,798699,20,192,0,0
Tornillo,68,1446068,24,599,0,0
La Loquera,61,66672,31,510,0,0
Remik Gonzalez,58,1252917,37,188,0,0
FMK,69,1600817,39,360,0,0
Ayax y Prok,60,690745,14,180,0,0
TREN LOKOTE,61,1869094,21,524,0,0
L-Gante,65,2305609,51,718,0,0
Team Mati,28,1231,31,101,0,0
Demian YW,8,285,19,101,0,0
Kaleb Di Masi,60,642893,43,321,0,0
CASAPARLANTE,21,11833,15,185,0,0
FERNANDOCOSTA,61,388766,35,295,0,0
Charles Wilp,22,1988,7,22,0,0
ellery,2,107,1,2,0,0
Flosk,8,256,1,8,0,0
MC Menor da VG,67,2087089,68,344,0,0
MC Leozinho ZS,66,448986,66,531,0,0
Ajaxx,68,92833,47,540,0,0
MC Rayanzin,2,91,9,72,0,0
Mc Kadu,74,1561995,66,836,0,0
Pk,63,793660,65,1129,0,0
Portugal No Beat,63,14465,45,704,0,0
MC Marks,75,1692409,49,787,0,0
MC Hariel,77,6629030,45,807,0,0
Mc Dricka,57,326086,52,277,0,0
Mc Kelvinho,66,1067803,30,652,0,0
MC Ryan SP,84,6219195,55,970,0,0
Mc Kevin,75,8983747,40,556,0,0
J-AX,59,2045488,23,266,0,0
Paola & Chiara,53,76096,6,193,0,0
Gabry Ponte,76,572140,50,1092,0,0
Sharonne,17,2185,4,81,0,0
Ana Guerra,47,516235,20,111,0,0
Kelly Rowland,70,3509482,21,569,0,0
thasup,72,2347354,33,146,0,0
Miguel Bosé,71,2864641,3,71,0,0
Pepe Aguilar,72,4557185,8,72,0,0
Elisa,62,1307030,11,62,0,0
Laura Pausini,73,2619664,4,73,0,0
Tiromancino,51,367006,12,51,0,0
Fiorella Mannoia,53,464031,13,53,0,0
Briga,41,242728,21,41,0,0
Giusy Ferreri,51,642806,20,184,0,0
Marracash,74,2503277,30,209,0,0
Vanesa Martín,64,1163942,13,64,0,0
Monophonics,47,121453,10,92,0,0
The Jive Turkeys,15,1812,4,60,0,0
Adrian Quesada,43,24083,29,83,0,0
Orgone,40,69743,5,40,0,0
Hades,39,15183,32,271,0,0
Kosi,39,13355,36,264,0,0
Włodi,48,60156,42,163,0,0
Brodka,54,233237,24,337,0,0
MALEDIWY,3,229,5,66,0,0
Nappy Nina,28,8065,39,66,0,0
nath,33,12425,21,184,0,0
asthma,28,9663,34,376,0,0
Łajzol,44,7824,27,146,0,0
Zadra,7,283,3,47,0,0
Motyl,5,70,3,47,0,0
Zdechły Osa,52,77233,36,206,0,0
Tymek,60,849255,31,194,0,0
Onoe Caponoe,37,26547,17,117,0,0
Rosalie.,45,23585,31,366,0,0
Ras,34,883,32,233,0,0
Gedz,52,186205,38,181,0,0
Gicik A’mane,27,638,7,153,0,0
TONFA,28,5157,7,217,0,0
Szczyl,49,63598,30,172,0,0
Kacha,38,4927,32,231,0,0
Margaret,52,269136,23,272,0,0
Belmondawg,53,85055,29,131,0,0
Expo 2000,50,5225,21,164,0,0
Mokebe,19,2425,19,54,0,0
Dynasonic,2,953,2,2,0,0
Lotto,14,723,29,14,0,0
Lucky Octavian,15,314,19,81,0,0
Nania,26,223,14,81,0,0
Fariz RM,40,40556,17,81,0,0
BackingSoda,3,260,2,3,0,0
Charlie Heat,39,20452,23,425,0,0
Nessa Barrett,69,1387033,10,243,0,0
Devault,49,50415,27,496,0,0
Slayyyter,58,415095,17,297,0,0
PVRIS,62,690307,26,568,0,0
Alice Longyu Gao,46,86398,20,295,0,0
FOVOS,56,43540,27,297,0,0
Dwells,9,951,3,68,0,0
Ahadadream,44,17078,22,230,0,0
The Martinez Brothers,53,225574,33,620,0,0
Banx & Ranx,53,24676,38,293,0,0
Rêve,47,29087,29,209,0,0
spill tab,47,91816,19,184,0,0
Jubilee,18,4033,24,77,0,0
Deb Never,44,88429,14,150,0,0
Jo'zzy,24,551,2,83,0,0
Maliibu Miitch,40,145836,24,541,0,0
JPEGMAFIA,69,876354,16,380,0,0
Mochakk,59,441782,26,191,0,0
CAMO,54,87843,29,161,0,0
KwolleM,39,25603,3,39,0,0
Father,44,118221,17,92,0,0
Lights,56,303616,23,357,0,0
Rilès,59,870504,3,59,0,0
Lil West,42,23651,26,42,0,0
Dakari,29,887,3,107,0,0
HAROLD LOVE,0,128,1,0,0,0
Sly,37,893,21,175,0,0
RITUAL,42,46032,19,333,0,0
Sound of Fractures,31,5532,7,128,0,0
Syn Cole,54,233064,26,268,0,0
JT Roach,46,11474,28,224,0,0
FRENSHIP,53,192741,9,171,0,0
Kygo,82,8473402,35,775,0,0
Tritonal,53,231921,22,115,0,0
filous,51,116288,35,260,0,0
Adam Melchor,51,117193,9,96,0,0
Sam Feldt,70,781928,39,1014,0,0
Zymphonica,40,3530,6,78,0,0
Rasmus Fors,10,8,3,78,0,0
Johan Landqvist,28,120,5,78,0,0
Frank Walker,55,105623,43,856,0,0
Her Ensemble,30,572,16,62,0,0
CN Lester,0,376,4,30,0,0
Her Brass,0,5,4,30,0,0
Bassists with Boobs,0,10,4,30,0,0
Giorgio Tuinfort,22,630,22,107,0,0
Franck van der Heijden,43,1238,18,691,0,0
Tony Britten,40,9115,3,82,0,0
MassiveMusic,33,980,3,75,0,0
DarkFantasyInterlude,14,1141,1,14,0,0
Hitech,4,310,1,4,0,0
Mitchxy,2,8,1,2,0,0
Nezzus,31,6160,5,31,0,0
Slump Madi,6,511,3,12,0,0
Weeks,2,60,1,2,0,0
CaliBucky,8,781,6,8,0,0
RODSTAR,1,73,6,1,0,0
nardo$ reign,6,481,13,48,0,0
prodarmaan,5,38,5,5,0,0
DK Guap,2,87,2,2,0,0
Heyykobee,1,411,11,14,0,0
Mvnny,4,482,11,4,0,0
Tezzarain,3,461,4,21,0,0
KAI H,0,152,4,13,0,0
areyousuretino,0,13,1,0,0,0
MigoFetti,4,111,1,4,0,0
FLACO,6,182,5,6,0,0
hitlist exclusive,0,7,1,0,0,0
Kari Kira,2,444,9,2,0,0
Ktigga,1,30,3,2,0,0
Pipo Ti,47,9666,27,119,0,0
Toser One,62,630554,34,584,0,0
Griss Romero,56,190158,21,128,0,0
Neto Peña,70,1578034,48,717,0,0
Chris Ibarra,14,84,2,86,0,0
Nanpa Básico,76,2692991,38,749,0,0
The Bit,23,352,7,95,0,0
Swat,22,870,36,239,0,0
Flowker Slick,26,1646,34,191,0,0
Eslok Diaz,22,316,14,120,0,0
Dharius,70,2809451,26,639,0,0
Tiro Loko,59,122828,14,355,0,0
Don Kalavera,37,24258,17,109,0,0
M.O.B.,15,936,28,106,0,0
Bz Bwai,19,392,17,106,0,0
Yubeili,59,125661,51,513,0,0
Alka Produce,59,12686,27,266,0,0
Luis Alfonso Partida El Yaki,65,375601,27,492,0,0
MC JottaPê,53,646440,46,916,0,0
Darkiel,68,1305270,52,612,0,0
Melodico,49,226336,32,369,0,0
Neto Reyno,54,729078,31,263,0,0
Badly Rouse,28,1055,4,100,0,0
MC Davo,70,2684505,37,1062,0,0
El High,47,39824,39,759,0,0
Fermin IV,38,45501,19,250,0,0
El Pinche Mara,56,1019125,35,435,0,0
Aczino,50,220755,41,449,0,0
Lopes,48,72283,31,120,0,0
Dub G,21,1114,6,142,0,0
El Fother,47,116192,50,47,0,0
Maxo IR,28,676,37,100,0,0
Al2 El Aldeano,59,365761,14,131,0,0
Gera MX,77,5246606,35,748,0,0
Pla La Sustancia,19,1446,29,256,0,0
Quimico Ultra Mega,59,273940,51,246,0,0
ark,31,1152,4,88,0,0
sxpphire,4,88,2,61,0,0
teefaygoo,49,7225,36,162,0,0
prodbysky,56,79246,20,231,0,0
mikeeysmind,69,196644,13,182,0,0
Robber Ran,9,381,5,66,0,0
Shankz,24,1767,6,143,0,0
Luh Monk,13,187,5,13,0,0
Phoresight,1,126,1,1,0,0
Octoberfest,18,914,10,80,0,0
WNBN,35,58,4,120,0,0
Brown Noise for Better Sleep,40,55,3,120,0,0
Champion,39,13318,39,278,0,0
Harry Hayes,33,1579,13,132,0,0
Four Tet,64,752702,14,141,0,0
Radiohead,84,10738634,3,84,0,0
DJ Tennis,45,43158,36,240,0,0
William Onyeabor,41,122182,8,41,0,0
Hot Chip The Vaccines Justin Strauss Joakim,0,40,3,41,0,0
Akwetey (Dragons of Zynth) JD Twitch Daphni Javelin David Terranova Policy Scientist,0,20,3,41,0,0
Maya Jane Coles,45,221467,24,45,0,0
DJ Koze,51,233765,23,89,0,0
Eamon Harkin,4,1291,4,22,0,0
Justin Carter,18,1563,10,22,0,0
Priya Ragu,50,71926,14,171,0,0
Foals,63,1423003,16,63,0,0
Junior Boys,34,85502,18,94,0,0
James Holden,32,77322,24,113,1,0
Hot Chip,53,689781,16,237,0,0
Clearlake,10,2068,1,10,0,0
The Notwist,38,94931,9,89,0,0
Oh No Ono,9,3106,3,9,0,0
Pick a Piper,11,2351,12,11,0,0
Silver Columns,4,454,3,4,0,0
Beamon,44,33816,23,44,0,0
Thepoolboi,24,8630,12,82,0,0
Diablo,38,11332,36,289,0,0
Borgore,49,563200,27,173,0,0
ivy babe,8,128,3,66,0,0
RiverKinn,34,12141,17,92,0,0
XXXTENTACION,89,47196499,16,733,0,0
NorthFaceNello,0,5,2,12,0,0
SoulChef,53,95735,14,53,0,0
Poldoore,50,59592,17,50,0,0
re:plus,39,44512,22,54,0,0
Kondor,24,12404,7,24,0,0
Otokaze,18,2271,5,18,0,0
Incise,15,1929,4,54,0,0
Prolifical,4,73,3,4,0,0
Inherit,3,412,3,3,0,0
Mono Creation,3,76,1,3,0,0
banvox,31,27972,16,43,0,0
Dj Chika,0,21,2,3,0,0
DJ Grievous,2,162,4,2,0,0
Jazz Funk Orchestra,0,192,2,2,0,0
Hangman,9,4247,3,9,0,0
DJ MOTORA,15,554,17,15,0,0
Navid B,6,1208,2,6,0,0
W.O.N.E.,2,14,2,2,0,0
South Hill Productions,0,10,1,0,0,0
Stilla-mode,0,6,1,0,0,0
SL of Repeat Offenders,0,56,3,0,0,0
Søul,11,375,24,40,0,0
SKYRRIPA,6,391,24,124,0,0
Rvf,4,395,8,7,0,0
Keysokeys,7,1128,28,75,0,0
Skhyrripa,0,0,2,3,0,0
Ja'Dmnz,0,94,5,3,0,0
water,16,1341,6,16,0,0
Chencho Corleone,80,1228368,39,1598,0,0
Cultura Profética,64,1800633,10,213,0,0
El Malilla,75,1027493,44,394,0,0
Yeyo,59,55948,18,277,0,0
Ryan Castro,79,3111157,53,951,0,0
Dei V,81,1379009,33,654,0,0
Wisin,76,9257507,49,1514,0,0
MEL GRANDA,55,17975,13,189,0,0
Poo Bear,62,58906,26,665,0,0
J Balvin,88,37298791,44,1843,0,0
De La Ghetto,78,7366268,59,1323,0,0
Santana the Golden Boy,46,106704,3,192,0,0
Brray,74,472861,65,1739,0,0
Yng Lvcas,71,383433,53,653,0,0
Young Miko,80,3528650,46,985,0,0
Nio Garcia,71,5333704,50,1282,0,0
Nicky Jam,82,19078154,52,1600,0,0
Wisin & Yandel,81,7811069,27,808,0,0
DJ Nelson,73,1164318,8,73,0,0
Alejandro Armes,54,3209,29,356,0,0
Nesi,47,19764,42,812,0,0
Guelo Star,46,164760,23,285,0,0
Marconi Impara,42,53068,44,864,0,0
Kiko el Crazy,50,108344,52,434,0,0
Anonimus,58,456816,61,679,0,0
El Coyote The Show,18,3393,9,451,0,0
Cauty,58,1028474,51,580,0,0
Dímelo Flow,71,497058,32,943,0,0
Dalex,76,4952981,50,1029,0,0
Carlos Arroyo,24,2991,14,545,0,0
Nacho,64,5422196,39,242,0,0
Mackie,53,18584,43,261,0,0
Valentino,50,165872,30,668,0,0
Rafa Pabön,67,348037,52,605,0,0
Hits Master Music,27,693,7,227,0,0
Cabrera,24,1368,22,544,0,0
Jerry Smith,57,791042,44,486,1,0
"Tito ""El Bambino""",70,4038254,35,705,0,0
Sky Rompiendo,70,268640,24,908,0,0
Feid,92,14385980,39,967,0,0
Paulino Rey,27,2654,43,576,0,0
Nitefreak,63,32320,34,221,0,0
Clubhouse,48,27864,6,156,0,0
Nico de Andrea,55,35709,31,165,0,0
Oluwadamvic,51,1204,15,159,0,0
Ghenwa Nemnom,34,9050,29,79,0,0
Nightshifts,24,16484,7,69,0,0
Samia,33,1295,8,176,0,0
offrami,53,15039,30,220,0,0
Notre Dame,50,27419,33,339,0,0
Crooked Colours,51,165112,31,270,0,0
Ash,60,208338,11,199,0,0
Amalle,16,1244,11,61,0,0
Michel Fannoun,42,2705,28,262,0,0
Jad Alexander,25,1881,11,152,0,0
November Lights,40,3606,11,212,0,0
Tep No,51,105363,22,123,0,0
Chill Executive Officer,0,778,2,0,0,0
Maykel Piron,0,646,2,0,0,0
Beli Remour,32,6905,12,140,0,0
FBC,57,235983,45,327,0,0
Keops & Raony,19,2028,17,70,0,0
Matheus Coringa,30,23541,31,328,0,0
iiaancoo,11,233,7,92,0,0
Masm,2,449,8,101,0,0
Rodrigo Zin,48,110544,11,102,0,0
Baco Exu do Blues,72,3603424,32,251,0,0
Matéria Prima,28,5682,40,142,0,0
Showlivre,54,3881,51,102,0,0
Sena Mc,18,2694,22,44,0,0
Delli Beatz,26,287,33,44,0,0
LAVOLTA,13,1266,3,45,0,0
yu,6,1159,2,6,0,0
Goribeatzz,32,2236,32,60,0,0
Chozy,31,19808,26,31,0,0
GEO,6,3837,9,19,0,0
SHEILA Records,3,504,5,61,0,0
Gordo Jazz,4,367,8,34,0,0
CIANO,24,2114,16,39,0,0
d4crvz,17,560,25,68,0,0
sódan.,15,397,11,18,0,0
João Alquímico,2,53,12,71,0,0
PHINEA$,4,91,8,4,0,0
Caique LP,0,4,1,0,0,0
Tiga,50,134924,34,521,0,0
TNGHT,33,39321,6,116,0,0
Lunice,36,31876,25,257,0,0
Jump Source,25,3741,7,122,0,0
Keepsakes,13,3497,19,110,0,0
Reznik,37,4611,19,134,0,0
Quelza,19,4298,10,116,0,0
Mr. G,31,22341,14,128,0,0
Soo Joo,18,776,3,65,0,0
Nikki Nair,35,18630,25,266,0,0
Jesse Boykins III,43,72453,25,360,0,0
George Riley,31,12278,11,143,0,0
Channel Tres,64,325247,38,745,0,0
S-Type,11,6415,10,58,0,0
Cashmere Cat,56,326609,15,433,0,0
Above & Beyond,62,814797,28,75,0,0
Yeat,84,5415439,21,641,0,0
YoungBoy Never Broke Again,82,13245611,9,308,0,0
Dro Kenji,54,153262,23,298,0,0
Scorey,58,383719,22,264,0,0
Jackson Wang,62,4218869,31,483,0,0
Lil Mosey,69,5616873,27,981,0,0
Lil Gnar,51,592458,24,695,0,0
Roddy Ricch,78,10922278,29,1466,0,0
TyFontaine,44,67204,16,240,0,0
GEE,37,375,3,92,0,0
Ink Waruntorn,58,831028,11,174,0,0
Sandy Yanisa,17,1319,2,72,0,0
JAP The Richman Toy,10,41,3,75,0,0
MYB,10,30,4,75,0,0
Copter,12,738,3,80,0,0
Thailand Game Show,13,156,4,80,0,0
Getsunova,48,438434,6,103,0,0
PROXIE,50,146931,6,105,0,0
JAYLERR,37,77408,10,153,0,0
Billkin,61,890964,15,267,0,0
PP Krit,56,348717,7,172,0,0
ATLAS,44,116285,4,140,0,0
Waii,41,40146,34,140,0,0
XOXO Artists,0,147,1,0,0,0
Young Dolph,73,3017967,15,151,0,0
Avant,56,1484935,16,131,0,0
Travis Porter,58,830130,16,353,0,0
DP Beats,38,43044,15,104,0,0
Twista,67,1131279,22,110,0,0
DJ Outta Space,28,512,3,28,0,0
Gorilla Zoe,52,881539,7,52,0,0
Young Chop,27,114878,7,27,0,0
Colonel Loud,25,7611,13,98,0,0
DJ RPM,20,3742,5,20,0,0
Hirntot Posse,28,16468,9,69,0,0
Blokkmonsta,41,59042,19,69,0,0
Wolfgang Amadeus Mozart,77,5544819,148,3518,0,0
Lir Vaginsky,14,27,12,371,0,0
Konzerthaus Kammerorchester Berlin,60,3829,15,293,0,0
Ohad Ben-Ari,8,142,11,302,0,0
Hila Karni,26,142,11,227,0,0
Alberto Curci,1,64,17,86,0,0
Franco Gulli,19,377,62,1518,0,0
Franco Capuana,24,74,79,241,0,0
Ensemble Chominciamento di gioia,4,308,12,46,0,0
Juli Nunlist,0,6,10,99,0,0
Pedroia String Quartet,0,4,16,99,0,0
Slovak Radio Symphony Orchestra,57,23035,79,338,0,0
Vox Futura,0,12,28,99,0,0
Krassimira Stoyanova,20,519,85,661,0,0
Munich Radio Orchestra,46,3376,150,427,0,0
Pavel Baleff,9,70,76,277,0,0
Coro de Niños Cantores de Córdoba,2,74,6,74,0,0
Ensemble Elyma,14,764,36,120,0,0
Gabriel Garrido,16,597,44,120,0,0
Guido Segers,10,57,9,145,0,0
Czech Philharmonic Chamber Orchestra,47,5705,74,489,0,0
Filip Dvořák,11,32,13,145,0,0
Marek Štilec,35,157,86,270,0,0
Marcel Tyberg,1,144,13,92,0,0
South Dakota Chorale,20,432,11,92,0,0
Christopher Jacobson,4,37,19,92,0,0
Brian A. Schmidt,25,138,37,145,0,0
Illinois Honors Chorus,10,120,44,72,0,0
Illinois All-State Chorus,5,270,44,72,0,0
André J. Thomas,10,78,40,155,0,0
Sandra Snow,5,12,22,72,0,0
Florida All-State Elementary Chorus,10,101,18,63,0,0
Florida All-State Middle School Treble Chorus,6,26,32,63,0,0
Florida All-State Middle School Concert Chorus,5,15,7,63,0,0
Giuseppe Verdi,63,685051,190,2683,0,0
Gilda Cruz Romo,0,106,6,105,0,0
Kentucky Baroque Trumpets,1,31,2,43,0,0
Allmänna Sången,15,966,77,125,0,0
Maria Goundorina,10,27,17,190,0,0
West Chester University Wind Ensemble,5,174,8,54,0,0
West Chester University Concert Choir,1,7,10,54,0,0
Andrew Yozviak,6,23,17,54,0,0
David P. DeVenney,0,3,6,54,0,0
Compañia Musical de las Américas,1,39,8,105,0,0
Maîtrise Nationale de Versailles,1,18,9,105,0,0
La Grande Écurie et la Chambre du Roy,30,341,52,554,0,0
Jean-Claude Malgoire,31,551,74,625,0,0
André Campra,24,2680,111,545,0,0
Ensemble Aquilon,1,18,4,69,0,0
Sébastien Mahieuxe,2,3,4,69,0,0
Traditional,62,82554,56,62,0,0
BYU Singers,31,5512,39,245,0,0
Ronald Staheli,32,384,42,245,0,0
Dame Joan Sutherland,47,22758,103,544,0,0
Orchestre De La Société Des Concerts Du Conservatoire,38,1214,110,1371,0,0
The Central Philharmonic Orchestra,0,13,7,56,0,0
Xie-yang Chen,14,60,9,56,0,0
Leopold Stokowski,47,15898,62,1283,0,0
Leopold Stokowski/Symphony Orchestra,10,34,15,409,0,0
Los Angeles Philharmonic,53,19964,77,1419,0,0
Franco Corelli,30,33080,168,418,0,0
Orchestra Sinfonica Nazionale della RAI di Torino,15,143,150,860,0,0
Arturo Basile,23,139,128,763,0,0
BYU Men's Chorus,32,13199,32,245,0,0
Rosalind Hall,24,118,24,183,0,0
BYU Concert Choir,22,2752,37,241,0,0
Enzo De Muro Lomanto,0,87,29,104,0,0
Federico Bardazzi,17,53,35,275,0,0
Ensemble San Felice,14,749,36,275,0,0
Giuseppe Anselmi,0,413,8,104,0,0
Dino Borgioli,1,156,28,300,0,0
Alessandro Bonci,0,585,11,171,0,0
Cristy Solari,0,4,2,42,0,0
Oscar Shumsky,19,757,42,451,0,0
Carlo Sabajno,12,58,72,281,0,0
Jack Pettis and His Pets,6,59,15,225,0,0
Francisco Tárrega,49,98198,60,93,0,0
Traditional Bugle Call,27,609,15,225,0,0
French Traditional,7,139,33,225,0,0
Elmer Schoebe,4,16,14,225,0,0
XVI Century French,6,34,18,225,0,0
Traditional Flemish,4,17,18,225,0,0
Paul Whiteman,28,8082,60,299,0,0
English Traditional,16,172,43,225,0,0
Traditional Basque,5,77,25,225,0,0
Traditional Gaelic,14,136,19,225,0,0
Billy Meyers,4,45,34,225,0,0
Classic Hertz,13,1321,146,716,0,0
Lu Jr,23,286,4,23,0,0
XTokely,22,1336,18,34,0,0
Nostos,11,500,8,33,0,0
Rawdy Wiltbank,8,553,6,8,0,0
Red Job,2,210,2,2,0,0
Murs,46,160729,31,177,0,0
Fredo Bang,59,834570,21,181,0,0
Raheem DeVaughn,47,528057,27,140,0,0
Futuristic,53,518136,30,250,0,0
Miles Minnick,49,56756,38,343,0,0
Childlike CiCi,44,55548,35,236,0,0
Kieran the Light,48,115334,21,158,0,0
DJ Mal-Ski,31,1440,13,155,0,0
Reconcile,29,18827,12,71,0,0
Damar Jackson,27,16246,20,141,0,0
1K Phew,53,109662,37,188,0,0
Aha Gazelle,49,91648,12,144,0,0
Brett Raio,24,3464,50,72,0,0
Joe Scott,4,479,8,46,0,0
Aron Matthews,42,2034,12,141,0,0
Lesley Rains,48,191,10,266,0,0
Valia,37,9,3,143,0,0
AALLAR,55,1355,24,225,0,0
LEVII,34,160,5,130,0,0
rayn,55,10507,23,203,0,0
KAAJO,25,38,2,76,0,0
James Lacey,57,3419,27,305,0,0
Donner,48,1001,45,454,0,0
Portugal Sunset,49,3103,9,263,0,0
MIIOTA,18,249,3,118,0,0
Jane Good,58,4555,23,450,0,0
Audrey Floyd,40,469,5,186,0,0
The Fastest Mouse In All Mexico,1,4,4,154,0,0
Little Venice,51,3159,24,496,0,0
Thunder,51,8929,30,386,0,0
Olly Wall,49,2149,21,196,0,0
Tiny House,30,1010,7,118,0,0
Plastic Jungle,37,650,12,257,0,0
Panuma,45,11840,36,166,0,0
NLSN,48,8250,5,103,0,0
nourii,52,3644,8,158,0,0
MAGNUS,15,101,1,15,0,0
Buchs,49,2895,5,104,0,0
MISERO,36,5574,25,85,0,0
Nimus,55,6822,10,204,0,0
Creon Flips,45,2495,4,96,0,0
Jewelz & Sparks,35,70814,32,348,0,0
Ferdinand Feller,0,77,4,35,0,0
Phonalisa,0,7,3,0,0,0
KAJ,47,1502,34,203,0,0
F3DE,40,787,11,168,0,0
Juan Winans,32,1825,5,100,0,0
Jon Reddick,63,61444,14,180,0,0
Tasha Layton,49,68293,13,117,0,0
Sheryl Crow,68,1220600,14,219,0,0
Aaron Cole,53,101653,14,186,0,0
Tauren Wells,65,693188,23,497,0,0
Terrian,62,190250,12,246,0,0
Cochren & Co.,64,101032,10,132,0,0
Alexander Pappas,49,8588,11,102,0,0
Stephen Stanley,49,72356,4,102,0,0
Social Club Misfits,47,167615,23,163,0,0
The Cast Of Journey To Bethlehem,47,12672,4,47,0,0
Alex Torres,55,8677,24,123,0,0
Los Farmerz,69,470813,23,200,0,0
Jony Ramírez,39,8869,13,107,0,0
Alemi Bustos,58,49631,17,126,0,0
Kanales,56,620320,9,187,0,0
GERARDO DIAZ Y SU GERARQUIA,63,436778,17,379,0,0
El Cartel De Nuevo Leon,50,93132,4,118,0,0
Michelle Manetti,21,357,11,89,0,0
Hannah Holland,23,3371,15,91,0,0
James Vincent McMorrow,58,596367,18,367,0,0
A-Trak,63,133686,40,324,0,0
Shaun J. Wright,30,1139,22,195,0,0
Kon,42,1674,19,176,0,0
Kylie Minogue,74,2080756,12,422,0,0
DJ E-Clyps,30,7904,12,98,0,0
Daniel Wilson,36,159,4,146,0,0
Clementine Douglas,68,25797,43,649,0,0
Adelphi Music Factory,33,11225,17,169,0,0
Joy Anonymous,60,40836,22,237,0,0
Danielle Ponder,48,59471,17,219,0,0
Jacob Lusk,45,5773,4,153,0,0
Masters At Work,40,64544,27,285,0,0
Silver Ace,34,1905,46,68,0,0
BRVYTER,25,122,4,59,0,0
Saminem,22,114,6,56,0,0
Dj DeLaYeR & Deejay Kristal,0,3,3,56,0,0
Lavrushkin,32,1080,50,100,0,0
Meyrin,11,14,3,56,0,0
Dmitriy Smarts,11,18,11,56,0,0
Dios,12,352,7,61,0,0
Xeigen,15,170,9,61,0,0
D.T.E,54,6524,16,296,0,0
PaSt,47,1042,7,220,0,0
NOISETIME,55,53887,55,465,0,0
Glasperlenspiel,54,450864,22,365,0,0
2 Engel & Charlie,63,23694,23,538,0,0
JKRS,61,27000,34,317,0,0
Gaullin,57,146763,32,368,0,0
cassö,71,72825,15,689,1,0
RAYE,79,1714475,29,1205,0,0
Rubi,54,33845,10,116,0,0
LIL M,33,29412,4,95,0,0
Culcha Candela,61,410287,17,178,0,0
Stevio,52,7683,14,286,0,0
Bear1Boss,36,12623,13,91,0,0
Calabasas,41,20220,10,96,0,0
Thouxanbanfauni,56,265013,9,111,0,0
Bedřich Smetana,52,105988,126,2446,0,0
NBC Symphony Orchestra,22,1986,37,1043,0,0
George Szell,47,11672,96,1140,0,0
New York Philharmonic,60,108992,141,1789,0,0
Chicago Symphony Orchestra,55,74097,93,1218,0,0
Klaus Tennstedt,32,4639,48,784,0,0
North German Radio Philharmonic Orchestra,17,606,104,763,0,0
William Steinberg,35,964,64,1064,0,0
Franz Schubert,65,1136130,123,3432,0,0
Antonín Dvořák,63,638791,137,3183,0,0
Erich Leinsdorf,37,4093,163,1166,0,0
Dmitri Shostakovich,61,471920,130,2478,0,0
